date,ticker,1MTH_IMPVOL_100.0%MNY_DF,3MTH_IMPVOL_100.0%MNY_DF,6MTH_IMPVOL_100.0%MNY_DF
2024-07-18,LLY US Equity,,32.555,33.2992
2024-07-19,LLY US Equity,,31.6885,33.7499
2024-07-22,LLY US Equity,,30.2388,32.3347
2024-07-23,LLY US Equity,,29.8559,32.5964
2024-07-24,LLY US Equity,,32.0886,33.2496
2024-07-25,LLY US Equity,,33.596,34.3713
2024-07-26,LLY US Equity,,33.0133,34.4195
2024-07-29,LLY US Equity,,33.0572,34.1428
2024-07-30,LLY US Equity,,35.0601,35.1395
2024-07-31,LLY US Equity,,34.4816,34.5837
2024-08-01,LLY US Equity,,36.1285,35.4134
2024-08-02,LLY US Equity,,39.6028,38.0661
2024-08-05,LLY US Equity,,44.6648,41.5208
2024-08-06,LLY US Equity,,38.5416,37.7683
2024-08-07,LLY US Equity,,40.807,38.9399
2024-08-08,LLY US Equity,,33.7666,34.708
2024-08-09,LLY US Equity,,34.3296,35.1761
2024-08-12,LLY US Equity,,34.4109,34.8782
2024-08-13,LLY US Equity,,33.7725,34.4123
2024-08-14,LLY US Equity,,33.4151,33.7008
2024-08-15,LLY US Equity,,32.8918,32.6606
2024-08-16,LLY US Equity,,32.1732,32.626
2024-08-19,LLY US Equity,,30.8168,31.6454
2024-08-20,LLY US Equity,,32.9228,32.9202
2024-08-21,LLY US Equity,,32.5194,32.7181
2024-08-22,LLY US Equity,,33.4897,33.1794
2024-08-23,LLY US Equity,,32.3439,33.05
2024-08-26,LLY US Equity,,31.6372,32.3906
2024-08-27,LLY US Equity,,31.367,31.9544
2024-08-28,LLY US Equity,,31.6228,32.0891
2024-08-29,LLY US Equity,,31.5068,32.1658
2024-08-30,LLY US Equity,,30.6837,31.2845
2024-09-03,LLY US Equity,,32.4088,32.5576
2024-09-04,LLY US Equity,,32.2404,32.3579
2024-09-05,LLY US Equity,,33.0838,33.0678
2024-09-06,LLY US Equity,,33.8168,33.5341
2024-09-09,LLY US Equity,,33.5071,33.0385
2024-09-10,LLY US Equity,,33.7472,33.3484
2024-09-11,LLY US Equity,,33.5453,32.7894
2024-09-12,LLY US Equity,,33.7459,32.7665
2024-09-13,LLY US Equity,,33.5494,32.7011
2024-09-16,LLY US Equity,,33.7515,32.7732
2024-09-17,LLY US Equity,,34.312,32.9237
2024-09-18,LLY US Equity,,33.8536,32.7218
2024-09-19,LLY US Equity,,32.6129,32.3859
2024-09-20,LLY US Equity,,32.1429,32.6728
2024-09-23,LLY US Equity,,31.7706,32.6702
2024-09-24,LLY US Equity,,32.0992,32.5155
2024-09-25,LLY US Equity,,32.0764,32.5875
2024-09-26,LLY US Equity,,33.1723,33.1029
2024-09-27,LLY US Equity,,35.5118,34.4862
2024-09-30,LLY US Equity,,34.9069,34.234
2024-10-01,LLY US Equity,,34.6351,34.0857
2024-10-02,LLY US Equity,,35.1123,33.7987
2024-10-03,LLY US Equity,,35.4544,33.9282
2024-10-04,LLY US Equity,,34.7042,33.3796
2024-10-07,LLY US Equity,,34.669,33.7497
2024-10-08,LLY US Equity,,33.9302,33.2138
2024-10-09,LLY US Equity,,34.0284,32.9668
2024-10-10,LLY US Equity,,34.6044,33.1174
2024-10-11,LLY US Equity,,34.0317,33.1329
2024-10-14,LLY US Equity,,33.2916,32.5827
2024-10-15,LLY US Equity,,34.1849,33.0304
2024-10-16,LLY US Equity,,33.9537,32.8818
2024-10-17,LLY US Equity,,34.7936,33.7213
2024-10-18,LLY US Equity,,34.8173,33.9865
2024-10-21,LLY US Equity,,34.3442,33.2509
2024-10-22,LLY US Equity,,34.3751,33.6491
2024-10-23,LLY US Equity,,34.9655,33.8368
2024-10-24,LLY US Equity,,35.804,34.1102
2024-10-25,LLY US Equity,,35.9661,34.3097
2024-10-28,LLY US Equity,,36.2532,33.9091
2024-10-29,LLY US Equity,,36.8892,34.6266
2024-10-30,LLY US Equity,,34.101,32.8826
2024-10-31,LLY US Equity,,33.6577,32.0688
2024-11-01,LLY US Equity,,32.0222,31.1591
2024-11-04,LLY US Equity,,31.8135,30.2746
2024-11-05,LLY US Equity,,31.588,30.2473
2024-11-06,LLY US Equity,,30.9415,29.9992
2024-11-07,LLY US Equity,,31.3372,29.8072
2024-11-08,LLY US Equity,,32.1462,30.4609
2024-11-11,LLY US Equity,,32.3089,30.6882
2024-11-12,LLY US Equity,,33.2566,31.3187
2024-11-13,LLY US Equity,,32.8468,31.3536
2024-11-14,LLY US Equity,,34.2092,31.8645
2024-11-15,LLY US Equity,,36.7757,34.0381
2024-11-18,LLY US Equity,,37.5687,34.1922
2024-11-19,LLY US Equity,,37.0774,33.9908
2024-11-20,LLY US Equity,,37.4469,34.618
2024-11-21,LLY US Equity,,37.6333,34.8935
2024-11-22,LLY US Equity,,37.1251,33.5271
2024-11-25,LLY US Equity,,36.5252,33.0164
2024-11-26,LLY US Equity,,34.8108,32.6187
2024-11-27,LLY US Equity,,35.3877,32.7744
2024-11-29,LLY US Equity,,34.3125,32.3516
2024-12-02,LLY US Equity,,33.9121,32.1136
2024-12-03,LLY US Equity,,34.6925,32.6105
2024-12-04,LLY US Equity,,34.2248,32.1905
2024-12-05,LLY US Equity,,34.2411,32.2441
2024-12-06,LLY US Equity,,34.5464,32.5677
2024-12-09,LLY US Equity,,34.268,32.0149
2024-12-10,LLY US Equity,,34.3944,32.4775
2024-12-11,LLY US Equity,,36.1546,33.1592
2024-12-12,LLY US Equity,,36.2057,33.4743
2024-12-13,LLY US Equity,,36.8209,33.7332
2024-12-16,LLY US Equity,,36.4412,34.0806
2024-12-17,LLY US Equity,,36.2762,34.0177
2024-12-18,LLY US Equity,,37.3237,34.5713
2024-12-19,LLY US Equity,,37.9054,35.2877
2024-12-20,LLY US Equity,,35.8474,34.5206
2024-12-23,LLY US Equity,,33.5057,33.6777
2024-12-24,LLY US Equity,,33.2598,33.5406
2024-12-26,LLY US Equity,,33.1953,33.5703
2024-12-27,LLY US Equity,,33.7964,33.3496
2024-12-30,LLY US Equity,,33.6845,33.3996
2024-12-31,LLY US Equity,,33.4792,33.2976
2025-01-02,LLY US Equity,,34.2162,33.6971
2025-01-03,LLY US Equity,,33.3166,32.8678
2025-01-06,LLY US Equity,,33.1815,33.0654
2025-01-07,LLY US Equity,,33.4526,32.9408
2025-01-08,LLY US Equity,,33.6978,32.9062
2025-01-10,LLY US Equity,,33.6904,33.3148
2025-01-13,LLY US Equity,,33.3974,33.3312
2025-01-14,LLY US Equity,,33.8895,33.3912
2025-01-15,LLY US Equity,,32.1177,32.573
2025-01-16,LLY US Equity,,30.6515,32.2454
2025-01-17,LLY US Equity,,31.1699,33.7273
2025-01-21,LLY US Equity,,31.4931,33.1629
2025-01-22,LLY US Equity,,31.6479,33.7037
2025-01-23,LLY US Equity,,32.0439,34.1602
2025-01-24,LLY US Equity,,32.3369,34.0639
2025-01-27,LLY US Equity,,32.5151,33.6963
2025-01-28,LLY US Equity,,32.3246,33.3491
2025-01-29,LLY US Equity,,32.65,33.134
2025-01-30,LLY US Equity,,32.6969,33.0285
2025-01-31,LLY US Equity,,32.9514,33.4795
2025-02-03,LLY US Equity,,33.8525,33.7122
2025-02-04,LLY US Equity,,33.997,33.7389
2025-02-05,LLY US Equity,,33.4191,33.3725
2025-02-06,LLY US Equity,,30.8019,31.7974
2025-02-07,LLY US Equity,,30.9015,32.0926
2025-02-10,LLY US Equity,,32.1714,32.6367
2025-02-11,LLY US Equity,,31.7896,32.3929
2025-02-12,LLY US Equity,,32.0233,32.4152
2025-02-13,LLY US Equity,,31.781,32.064
2025-02-14,LLY US Equity,,32.552,33.1245
2025-02-18,LLY US Equity,,33.0452,33.4835
2025-02-19,LLY US Equity,,33.3723,33.3622
2025-02-20,LLY US Equity,,33.1484,33.382
2025-02-21,LLY US Equity,,33.3627,33.6361
2025-02-24,LLY US Equity,,33.1205,33.2211
2025-02-25,LLY US Equity,,33.8515,33.4774
2025-02-26,LLY US Equity,,33.7019,33.4179
2025-02-27,LLY US Equity,,34.377,34.1545
2025-02-28,LLY US Equity,,33.8031,33.8759
2025-03-03,LLY US Equity,,34.7935,34.1864
2025-03-04,LLY US Equity,,35.0961,34.0018
2025-03-05,LLY US Equity,,35.1722,33.9559
2025-03-06,LLY US Equity,,35.5685,34.6927
2025-03-07,LLY US Equity,,36.3922,34.8393
2025-03-10,LLY US Equity,,37.7996,36.283
2025-03-11,LLY US Equity,,37.7885,36.1573
2025-03-12,LLY US Equity,,37.6935,35.7692
2025-03-13,LLY US Equity,,37.8449,35.7588
2025-03-14,LLY US Equity,,36.5374,35.2218
2025-03-17,LLY US Equity,,34.3527,34.0576
2025-03-18,LLY US Equity,,35.7508,34.9234
2025-03-19,LLY US Equity,,34.5016,33.8929
2025-03-20,LLY US Equity,,34.5976,33.8246
2025-03-21,LLY US Equity,,35.0006,34.6511
2025-03-24,LLY US Equity,,34.2135,33.9173
2025-03-25,LLY US Equity,,34.5884,34.2798
2025-03-26,LLY US Equity,,36.0587,34.7061
2025-03-27,LLY US Equity,,36.6645,34.731
2025-03-28,LLY US Equity,,37.478,35.9619
2025-03-31,LLY US Equity,,37.3846,36.0475
2025-04-01,LLY US Equity,,39.0898,36.8622
2025-04-02,LLY US Equity,,38.3259,36.2281
2025-04-03,LLY US Equity,,40.4046,37.9176
2025-04-04,LLY US Equity,,47.4402,42.2907
2025-04-07,LLY US Equity,,49.5442,44.648
2025-04-08,LLY US Equity,,49.728,44.7086
2025-04-09,LLY US Equity,,45.3622,42.0919
2025-04-10,LLY US Equity,,50.0585,44.6135
2025-04-11,LLY US Equity,,47.959,43.3594
2025-04-14,LLY US Equity,,42.302,39.8687
2025-04-15,LLY US Equity,,40.5906,38.6301
2025-04-16,LLY US Equity,,43.7894,40.4568
2025-04-17,LLY US Equity,,37.6499,35.762
2025-04-21,LLY US Equity,,38.9304,38.0459
2025-04-22,LLY US Equity,,37.4167,37.3481
2025-04-23,LLY US Equity,,37.5579,36.7301
2025-04-24,LLY US Equity,,36.7581,36.2339
2025-04-25,LLY US Equity,,36.8143,36.0264
2025-04-28,LLY US Equity,,36.109,35.4726
2025-04-29,LLY US Equity,,35.5484,34.9984
2025-04-30,LLY US Equity,,35.888,35.7043
2025-05-01,LLY US Equity,,36.7221,36.5236
2025-05-02,LLY US Equity,,35.2269,34.6103
2025-05-05,LLY US Equity,,34.9445,34.304
2025-05-06,LLY US Equity,,38.391,36.9109
2025-05-07,LLY US Equity,,38.6363,36.8427
2025-05-08,LLY US Equity,,38.6162,37.0597
2025-05-09,LLY US Equity,,39.4254,36.7254
2025-05-12,LLY US Equity,,38.4097,35.7013
2025-05-13,LLY US Equity,,37.8983,35.0731
2025-05-14,LLY US Equity,,39.8796,36.9609
2025-05-15,LLY US Equity,,39.9691,37.2372
2025-05-16,LLY US Equity,,39.3707,36.4705
2025-05-19,LLY US Equity,,39.0082,36.7906
2025-05-20,LLY US Equity,,39.8565,37.1617
2025-05-21,LLY US Equity,,40.5842,37.9484
2025-05-22,LLY US Equity,,41.8634,38.7869
2025-05-23,LLY US Equity,,43.0828,39.1296
2025-05-27,LLY US Equity,,42.4942,39.4645
2025-05-28,LLY US Equity,,42.1476,40.2448
2025-05-29,LLY US Equity,,42.2789,39.752
2025-05-30,LLY US Equity,,41.5867,39.0256
2025-06-02,LLY US Equity,,41.5189,39.444
2025-06-03,LLY US Equity,,41.0242,38.7166
2025-06-04,LLY US Equity,,40.6869,38.5388
2025-06-05,LLY US Equity,,41.0222,38.5801
2025-06-06,LLY US Equity,,40.5153,38.5688
2025-06-09,LLY US Equity,,41.1889,38.496
2025-06-10,LLY US Equity,,40.3866,37.847
2025-06-11,LLY US Equity,,40.2462,38.0065
2025-06-12,LLY US Equity,,40.3833,37.4094
2025-06-13,LLY US Equity,,40.1768,37.9912
2025-06-16,LLY US Equity,,39.5076,37.3547
2025-06-17,LLY US Equity,,39.8964,37.691
2025-06-18,LLY US Equity,,40.0053,37.6079
2025-06-20,LLY US Equity,,40.4739,38.5647
2025-06-23,LLY US Equity,,37.8746,36.8373
2025-06-24,LLY US Equity,,38.8088,36.9229
2025-06-25,LLY US Equity,,39.0705,37.1451
2025-06-26,LLY US Equity,,38.7528,37.6697
2025-06-27,LLY US Equity,,38.8817,37.3019
2025-06-30,LLY US Equity,,37.7437,36.52
2025-07-01,LLY US Equity,,36.9562,35.858
2025-07-02,LLY US Equity,,36.895,35.4843
2025-07-03,LLY US Equity,,37.492,35.7623
2025-07-07,LLY US Equity,,37.4931,35.7346
2025-07-08,LLY US Equity,,37.3964,35.9067
2025-07-09,LLY US Equity,,37.804,35.8753
2025-07-10,LLY US Equity,,37.444,35.6749
2025-07-11,LLY US Equity,,37.1166,35.6518
2025-07-14,LLY US Equity,,37.0086,35.2502
2025-07-15,LLY US Equity,,37.292,36.2941
2025-07-16,LLY US Equity,,36.7284,35.691
2025-07-17,LLY US Equity,,38.62,36.5377
2025-07-18,LLY US Equity,,37.4292,36.6066
2024-01-02,MA US Equity,,18.8633,19.981
2024-01-03,MA US Equity,,19.0916,20.0942
2024-01-04,MA US Equity,,19.1124,20.1007
2024-01-05,MA US Equity,,18.8247,19.7382
2024-01-08,MA US Equity,,18.5498,19.5965
2024-01-09,MA US Equity,,18.3277,19.407
2024-01-10,MA US Equity,,18.214,19.1245
2024-01-11,MA US Equity,,18.2769,19.214
2024-01-12,MA US Equity,,18.1013,19.0797
2024-01-16,MA US Equity,,18.1671,19.2043
2024-01-17,MA US Equity,,18.5916,19.4266
2024-01-18,MA US Equity,,18.4288,19.2561
2024-01-19,MA US Equity,,17.9709,19.1184
2024-01-22,MA US Equity,,17.4386,18.6178
2024-01-23,MA US Equity,,17.4589,18.6227
2024-01-24,MA US Equity,,17.6626,18.7357
2024-01-25,MA US Equity,,18.3415,19.0766
2024-01-26,MA US Equity,,17.9749,18.6326
2024-01-29,MA US Equity,,18.1893,19.0209
2024-01-30,MA US Equity,,18.5344,19.0653
2024-01-31,MA US Equity,,17.4137,18.3269
2024-02-01,MA US Equity,,17.5879,18.7032
2024-02-02,MA US Equity,,17.4215,18.6299
2024-02-05,MA US Equity,,17.2601,18.4644
2024-02-06,MA US Equity,,16.9204,17.9513
2024-02-07,MA US Equity,,16.8472,18.1464
2024-02-08,MA US Equity,,16.8416,18.0963
2024-02-09,MA US Equity,,16.8283,18.001
2024-02-12,MA US Equity,,17.0961,18.2001
2024-02-13,MA US Equity,,17.964,18.7252
2024-02-14,MA US Equity,,17.3066,18.3841
2024-02-15,MA US Equity,,17.6443,18.4546
2024-02-16,MA US Equity,,17.8769,18.3976
2024-02-20,MA US Equity,,18.2368,18.9295
2024-02-21,MA US Equity,,17.7164,18.5598
2024-02-22,MA US Equity,,18.1459,18.8215
2024-02-23,MA US Equity,,17.8666,18.4786
2024-02-26,MA US Equity,,17.8261,18.4913
2024-02-27,MA US Equity,,18.177,18.7369
2024-02-28,MA US Equity,,18.7388,19.2129
2024-02-29,MA US Equity,,18.6161,19.1338
2024-03-01,MA US Equity,,18.5685,19.114
2024-03-04,MA US Equity,,19.1087,19.3344
2024-03-05,MA US Equity,,19.2492,19.5067
2024-03-06,MA US Equity,,19.5815,19.6367
2024-03-07,MA US Equity,,19.842,19.8898
2024-03-08,MA US Equity,,19.715,19.7003
2024-03-11,MA US Equity,,19.412,19.5945
2024-03-12,MA US Equity,,18.8009,19.1902
2024-03-13,MA US Equity,,18.8839,19.4876
2024-03-14,MA US Equity,,19.0029,19.3051
2024-03-15,MA US Equity,,19.203,19.8178
2024-03-18,MA US Equity,,18.6574,19.6018
2024-03-19,MA US Equity,,18.6788,19.319
2024-03-20,MA US Equity,,18.2555,19.1314
2024-03-21,MA US Equity,,18.5396,19.2415
2024-03-22,MA US Equity,,18.8634,19.7091
2024-03-25,MA US Equity,,19.1986,19.8919
2024-03-26,MA US Equity,,19.2092,19.8834
2024-03-27,MA US Equity,,18.7233,19.3891
2024-03-28,MA US Equity,,18.6851,19.2731
2024-04-01,MA US Equity,,18.781,19.4283
2024-04-02,MA US Equity,,19.1855,19.5718
2024-04-03,MA US Equity,,19.456,19.758
2024-04-04,MA US Equity,,20.6225,20.6642
2024-04-05,MA US Equity,,19.6267,19.983
2024-04-08,MA US Equity,,19.3338,19.8732
2024-04-09,MA US Equity,,19.6569,20.139
2024-04-10,MA US Equity,,20.0849,20.0937
2024-04-11,MA US Equity,,19.9454,20.1664
2024-04-12,MA US Equity,,20.8121,20.9636
2024-04-15,MA US Equity,,21.2992,21.469
2024-04-16,MA US Equity,,21.0573,21.5306
2024-04-17,MA US Equity,,21.0264,21.3559
2024-04-18,MA US Equity,,21.0104,21.2082
2024-04-19,MA US Equity,,21.3179,21.7675
2024-04-22,MA US Equity,,20.4212,21.0764
2024-04-23,MA US Equity,,20.08,20.8375
2024-04-24,MA US Equity,,19.9278,20.6693
2024-04-25,MA US Equity,,20.1444,20.8154
2024-04-26,MA US Equity,,19.7282,20.4716
2024-04-29,MA US Equity,,19.708,20.6041
2024-04-30,MA US Equity,,19.9485,20.5708
2024-05-01,MA US Equity,,18.2378,19.6864
2024-05-02,MA US Equity,,18.21,19.7721
2024-05-03,MA US Equity,,17.4567,19.0771
2024-05-06,MA US Equity,,17.0582,18.656
2024-05-07,MA US Equity,,16.9162,18.7288
2024-05-08,MA US Equity,,16.5792,18.5546
2024-05-09,MA US Equity,,16.7027,18.4446
2024-05-10,MA US Equity,,16.4105,18.1616
2024-05-13,MA US Equity,,16.6563,18.4939
2024-05-14,MA US Equity,,16.8042,18.8022
2024-05-15,MA US Equity,,16.551,18.232
2024-05-16,MA US Equity,,17.01,18.1705
2024-05-17,MA US Equity,,16.9876,18.4234
2024-05-20,MA US Equity,,16.8187,18.4112
2024-05-21,MA US Equity,,16.7031,18.3269
2024-05-22,MA US Equity,,17.3007,18.6107
2024-05-23,MA US Equity,,17.6572,19.0287
2024-05-24,MA US Equity,,17.3796,18.7684
2024-05-28,MA US Equity,,17.5449,18.9286
2024-05-29,MA US Equity,,17.8359,19.0991
2024-05-30,MA US Equity,,18.0676,19.1112
2024-05-31,MA US Equity,,17.4284,18.2886
2024-06-03,MA US Equity,,17.7136,18.853
2024-06-04,MA US Equity,,17.4051,18.6115
2024-06-05,MA US Equity,,17.5755,18.6448
2024-06-06,MA US Equity,,17.5544,18.5132
2024-06-07,MA US Equity,,17.6235,18.758
2024-06-10,MA US Equity,,17.4887,18.5409
2024-06-11,MA US Equity,,17.4908,18.5197
2024-06-12,MA US Equity,,17.6581,18.7258
2024-06-13,MA US Equity,,18.1667,18.6715
2024-06-14,MA US Equity,,18.1619,18.9667
2024-06-17,MA US Equity,,18.1329,18.9303
2024-06-18,MA US Equity,,18.0261,18.4459
2024-06-20,MA US Equity,,18.3624,19.0316
2024-06-21,MA US Equity,,17.9523,19.3498
2024-06-24,MA US Equity,,17.9098,18.9605
2024-06-25,MA US Equity,,17.9534,19.1747
2024-06-26,MA US Equity,,17.6938,19.0865
2024-06-27,MA US Equity,,18.0979,19.1954
2024-06-28,MA US Equity,,18.8997,19.7058
2024-07-01,MA US Equity,,18.305,19.3959
2024-07-02,MA US Equity,,17.9157,18.9721
2024-07-03,MA US Equity,,18.119,18.926
2024-07-05,MA US Equity,,18.0194,18.9882
2024-07-08,MA US Equity,,18.3707,19.3106
2024-07-09,MA US Equity,,18.4192,19.3218
2024-07-10,MA US Equity,,19.3035,19.8155
2024-07-11,MA US Equity,,18.634,19.3889
2024-07-12,MA US Equity,,18.1637,18.9774
2024-07-15,MA US Equity,,18.3111,19.1475
2024-07-16,MA US Equity,,18.643,19.2145
2024-07-17,MA US Equity,,19.2991,19.8155
2024-07-18,MA US Equity,,19.5674,20.0139
2024-07-19,MA US Equity,,19.9547,20.7225
2024-07-22,MA US Equity,,19.4894,20.1705
2024-07-23,MA US Equity,,20.0586,20.5567
2024-07-24,MA US Equity,,21.5588,21.6838
2024-07-25,MA US Equity,,22.1956,22.2255
2024-07-26,MA US Equity,,21.2983,21.7009
2024-07-29,MA US Equity,,21.4915,21.5464
2024-07-30,MA US Equity,,21.1728,21.0764
2024-07-31,MA US Equity,,19.1489,19.5777
2024-08-01,MA US Equity,,20.1693,20.7675
2024-08-02,MA US Equity,,22.4035,22.3917
2024-08-05,MA US Equity,,27.2735,26.0578
2024-08-06,MA US Equity,,23.5415,22.8272
2024-08-07,MA US Equity,,24.388,23.4281
2024-08-08,MA US Equity,,23.1377,22.7486
2024-08-09,MA US Equity,,21.6607,21.61
2024-08-12,MA US Equity,,21.6844,21.0989
2024-08-13,MA US Equity,,20.6709,20.4712
2024-08-14,MA US Equity,,19.852,19.7485
2024-08-15,MA US Equity,,19.1477,18.9089
2024-08-16,MA US Equity,,18.9475,18.9865
2024-08-19,MA US Equity,,18.3688,18.7167
2024-08-20,MA US Equity,,18.636,18.7977
2024-08-21,MA US Equity,,19.3398,19.2833
2024-08-22,MA US Equity,,19.8928,19.3918
2024-08-23,MA US Equity,,19.3158,19.067
2024-08-26,MA US Equity,,19.1511,18.8906
2024-08-27,MA US Equity,,19.2046,19.1672
2024-08-28,MA US Equity,,19.5794,19.7004
2024-08-29,MA US Equity,,19.3769,19.3049
2024-08-30,MA US Equity,,18.8733,18.8954
2024-09-03,MA US Equity,,20.2573,20.057
2024-09-04,MA US Equity,,20.1293,19.9551
2024-09-05,MA US Equity,,20.2963,19.9464
2024-09-06,MA US Equity,,21.157,20.6788
2024-09-09,MA US Equity,,20.8471,20.495
2024-09-10,MA US Equity,,20.7321,20.5373
2024-09-11,MA US Equity,,20.2709,20.0108
2024-09-12,MA US Equity,,20.1357,19.9779
2024-09-13,MA US Equity,,20.1005,19.8206
2024-09-16,MA US Equity,,19.7772,19.6416
2024-09-17,MA US Equity,,19.9788,19.7866
2024-09-18,MA US Equity,,19.6868,19.7453
2024-09-19,MA US Equity,,19.0767,19.3689
2024-09-20,MA US Equity,,18.8758,19.934
2024-09-23,MA US Equity,,18.857,19.4444
2024-09-24,MA US Equity,,19.2731,19.8838
2024-09-25,MA US Equity,,19.722,20.0055
2024-09-26,MA US Equity,,19.702,20.124
2024-09-27,MA US Equity,,19.6751,19.8014
2024-09-30,MA US Equity,,19.888,19.947
2024-10-01,MA US Equity,,20.0361,19.7805
2024-10-02,MA US Equity,,20.2949,20.2705
2024-10-03,MA US Equity,,20.4444,20.1814
2024-10-04,MA US Equity,,19.7291,19.935
2024-10-07,MA US Equity,,20.9066,20.6265
2024-10-08,MA US Equity,,20.2137,20.1957
2024-10-09,MA US Equity,,19.4113,20.0016
2024-10-10,MA US Equity,,19.8379,19.8324
2024-10-11,MA US Equity,,20.0666,19.9998
2024-10-14,MA US Equity,,19.2176,19.8959
2024-10-15,MA US Equity,,19.3732,19.9894
2024-10-16,MA US Equity,,19.473,19.6653
2024-10-17,MA US Equity,,19.4351,19.7766
2024-10-18,MA US Equity,,19.5012,20.2572
2024-10-21,MA US Equity,,19.3006,20.082
2024-10-22,MA US Equity,,19.7506,20.6254
2024-10-23,MA US Equity,,20.5189,20.4374
2024-10-24,MA US Equity,,20.7461,20.5735
2024-10-25,MA US Equity,,20.3602,20.8043
2024-10-28,MA US Equity,,20.7121,20.7076
2024-10-29,MA US Equity,,20.6095,20.9375
2024-10-30,MA US Equity,,20.1878,20.8837
2024-10-31,MA US Equity,,20.1138,20.859
2024-11-01,MA US Equity,,19.8279,20.3367
2024-11-04,MA US Equity,,19.6871,20.2606
2024-11-05,MA US Equity,,19.4272,20.4689
2024-11-06,MA US Equity,,17.7642,19.1319
2024-11-07,MA US Equity,,17.7102,18.3572
2024-11-08,MA US Equity,,17.4429,18.9582
2024-11-11,MA US Equity,,17.4734,18.9944
2024-11-12,MA US Equity,,18.0309,19.4153
2024-11-13,MA US Equity,,17.9177,19.2805
2024-11-14,MA US Equity,,17.9311,19.6194
2024-11-15,MA US Equity,,18.656,19.492
2024-11-18,MA US Equity,,17.8439,18.7409
2024-11-19,MA US Equity,,19.1391,18.8155
2024-11-20,MA US Equity,,18.8768,19.4044
2024-11-21,MA US Equity,,19.5304,19.5227
2024-11-22,MA US Equity,,19.112,19.4285
2024-11-25,MA US Equity,,18.7172,19.1014
2024-11-26,MA US Equity,,18.5853,19.2516
2024-11-27,MA US Equity,,18.7589,19.0377
2024-11-29,MA US Equity,,18.8612,18.8792
2024-12-02,MA US Equity,,18.2108,18.814
2024-12-03,MA US Equity,,18.6917,18.964
2024-12-04,MA US Equity,,18.5985,18.8946
2024-12-05,MA US Equity,,19.0546,19.1287
2024-12-06,MA US Equity,,19.0841,19.1765
2024-12-09,MA US Equity,,19.3481,19.2832
2024-12-10,MA US Equity,,19.6627,19.4936
2024-12-11,MA US Equity,,19.8227,19.2472
2024-12-12,MA US Equity,,20.0923,19.1072
2024-12-13,MA US Equity,,20.3241,19.5296
2024-12-16,MA US Equity,,20.2141,19.6709
2024-12-17,MA US Equity,,20.358,19.8411
2024-12-18,MA US Equity,,21.3475,20.4363
2024-12-19,MA US Equity,,22.3481,20.9607
2024-12-20,MA US Equity,,20.9851,20.6421
2024-12-23,MA US Equity,,19.9865,20.2124
2024-12-24,MA US Equity,,19.6898,19.9235
2024-12-26,MA US Equity,,19.1955,19.7813
2024-12-27,MA US Equity,,19.8912,19.7493
2024-12-30,MA US Equity,,19.5722,19.6243
2024-12-31,MA US Equity,,19.7907,19.9093
2025-01-02,MA US Equity,,20.4392,19.9055
2025-01-03,MA US Equity,,19.8951,19.8322
2025-01-06,MA US Equity,,19.9737,19.1365
2025-01-07,MA US Equity,,19.9716,19.8405
2025-01-08,MA US Equity,,19.8019,19.5138
2025-01-10,MA US Equity,,21.0442,20.2601
2025-01-13,MA US Equity,,20.1444,19.6081
2025-01-14,MA US Equity,,19.8824,19.6606
2025-01-15,MA US Equity,,18.6892,19.0767
2025-01-16,MA US Equity,,18.8874,19.1902
2025-01-17,MA US Equity,,19.2628,18.7236
2025-01-21,MA US Equity,,17.9338,18.6934
2025-01-22,MA US Equity,,18.4111,18.7067
2025-01-23,MA US Equity,,18.5826,18.9089
2025-01-24,MA US Equity,,18.1929,18.7222
2025-01-27,MA US Equity,,18.1169,19.4082
2025-01-28,MA US Equity,,18.6835,18.9465
2025-01-29,MA US Equity,,19.1465,19.3933
2025-01-30,MA US Equity,,17.8228,18.5923
2025-01-31,MA US Equity,,17.1041,18.4567
2025-02-03,MA US Equity,,17.8907,18.6381
2025-02-04,MA US Equity,,17.5805,18.6632
2025-02-05,MA US Equity,,17.5425,18.9142
2025-02-06,MA US Equity,,17.3827,18.5945
2025-02-07,MA US Equity,,17.8232,18.9214
2025-02-10,MA US Equity,,17.7783,19.0146
2025-02-11,MA US Equity,,17.8097,18.9642
2025-02-12,MA US Equity,,18.5861,19.0413
2025-02-13,MA US Equity,,18.1332,19.0468
2025-02-14,MA US Equity,,18.7074,18.8824
2025-02-18,MA US Equity,,18.3044,19.0188
2025-02-19,MA US Equity,,18.7857,19.0432
2025-02-20,MA US Equity,,18.9133,19.2231
2025-02-21,MA US Equity,,19.2274,19.5777
2025-02-24,MA US Equity,,19.2306,19.1464
2025-02-25,MA US Equity,,19.4628,19.6214
2025-02-26,MA US Equity,,20.4448,19.9499
2025-02-27,MA US Equity,,20.9435,20.613
2025-02-28,MA US Equity,,20.2725,20.0227
2025-03-03,MA US Equity,,21.4136,20.85
2025-03-04,MA US Equity,,22.4795,21.9412
2025-03-05,MA US Equity,,22.1434,21.5716
2025-03-06,MA US Equity,,23.0439,22.197
2025-03-07,MA US Equity,,22.7542,22.1413
2025-03-10,MA US Equity,,24.8673,22.7154
2025-03-11,MA US Equity,,25.2893,23.9812
2025-03-12,MA US Equity,,23.9186,23.0712
2025-03-13,MA US Equity,,24.4757,23.2979
